,Loyalty_Number,Country,Province,City,Postal_Code,Gender,Education,Salary,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Year,Enrollment_Month,Cancellation_Year,Cancellation_Month
14141,802519,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,81909.0,Married,Star,6240.9,Standard,2016,3,2016.0,11.0
14158,843816,Canada,British Columbia,Whistler,V6T 1Y8,Male,Master,97497.0,Divorced,Star,6273.91,Standard,2015,11,2016.0,7.0
14161,686474,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,82371.0,Married,Star,6274.12,Standard,2014,4,2014.0,12.0
14166,163481,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,62870.0,Married,Star,6282.08,Standard,2014,7,2016.0,1.0
14170,314065,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,70111.0,Married,Star,6285.15,Standard,2016,3,2018.0,8.0
14194,466477,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,62830.0,Married,Star,6347.5,Standard,2016,11,2017.0,7.0
14205,595529,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,103705.0,Single,Star,6375.08,Standard,2015,2,2015.0,10.0
14209,360485,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,51251.0,Divorced,Star,6388.21,Standard,2013,4,2013.0,6.0
14213,375056,Canada,Ontario,Trenton,K8V 4B2,Male,High School or Below,45493.0,Married,Star,6411.12,Standard,2017,12,2018.0,8.0
14218,501037,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Single,Star,6425.71,Standard,2013,1,2013.0,2.0
14250,972671,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,46318.0,Single,Star,6529.43,Standard,2013,11,2017.0,3.0
14251,526736,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,64381.0,Married,Star,6529.91,Standard,2016,7,2017.0,3.0
14253,383399,Canada,Saskatchewan,Regina,S1J 3C5,Female,Doctor,188179.0,Divorced,Star,6540.2,Standard,2014,11,2018.0,7.0
14256,232907,Canada,Nova Scotia,Halifax,B3C 2M8,Male,College,,Single,Star,6553.94,Standard,2016,2,2017.0,7.0
14257,814748,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,86367.0,Married,Star,6554.39,Standard,2014,9,2018.0,9.0
14259,222702,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Single,Star,6556.1,Standard,2016,11,2017.0,10.0
14300,427388,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,6677.42,Standard,2017,3,2017.0,11.0
14311,444661,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,56797.0,Married,Star,6701.77,Standard,2015,9,2017.0,3.0
14321,951116,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,56265.0,Married,Star,6756.65,Standard,2017,12,2018.0,8.0
14330,763618,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Single,Star,6781.27,Standard,2016,8,2017.0,4.0
14333,914920,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Divorced,Star,6811.58,Standard,2013,12,2014.0,8.0
14334,589074,Canada,Quebec,Montreal,H2T 2J6,Female,College,,Single,Nova,6414.08,2018 Promotion,2018,4,2018.0,8.0
14335,888901,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,48365.0,Divorced,Star,6819.23,Standard,2016,5,2017.0,1.0
14345,400404,Canada,Alberta,Edmonton,T9G 1W3,Female,College,,Divorced,Star,6846.15,Standard,2016,2,2017.0,11.0
14351,797675,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,54456.0,Married,Star,6861.75,Standard,2015,4,2017.0,11.0
14369,340736,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,59207.0,Married,Star,6899.71,Standard,2014,5,2016.0,3.0
14370,584426,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,59207.0,Married,Star,6899.71,Standard,2013,1,2013.0,9.0
14383,542089,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Single,Star,6947.84,Standard,2016,9,2017.0,5.0
14387,677976,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,50501.0,Married,Star,6965.42,Standard,2017,8,2018.0,4.0
14393,407924,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Star,6979.54,Standard,2014,5,2016.0,8.0
14395,748174,Canada,Ontario,Toronto,P1J 8T7,Male,College,,Married,Star,6986.6,Standard,2015,1,2017.0,1.0
14403,691700,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Star,7007.27,Standard,2015,4,2018.0,8.0
14409,186539,Canada,Quebec,Montreal,H2T 9K8,Male,Master,123841.0,Married,Star,7019.18,Standard,2014,12,2018.0,12.0
14411,745565,Canada,British Columbia,Whistler,V6T 1Y8,Female,Master,123841.0,Married,Star,7019.18,Standard,2015,11,2016.0,7.0
14419,688902,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,178806.0,Married,Star,7048.54,Standard,2015,4,2015.0,6.0
14423,780104,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,94407.0,Divorced,Star,7060.21,Standard,2014,2,2017.0,1.0
14432,509474,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,55120.0,Married,Nova,7492.16,2018 Promotion,2018,2,2018.0,9.0
14435,932261,Canada,Ontario,Kingston,M9K 2P4,Female,Doctor,124407.0,Married,Star,7099.57,Standard,2015,2,2015.0,10.0
14438,384412,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,70473.0,Divorced,Nova,7519.13,2018 Promotion,2018,4,2018.0,12.0
14441,884992,Canada,British Columbia,Vancouver,V1E 4R6,Male,Doctor,277737.0,Married,Star,7119.53,Standard,2013,9,2016.0,10.0
14448,152499,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,170928.0,Married,Star,7138.17,Standard,2017,8,2018.0,4.0
14461,133463,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,75265.0,Divorced,Star,7166.34,Standard,2013,3,2015.0,5.0
14464,123538,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,62862.0,Married,Star,7180.97,Standard,2016,1,2016.0,9.0
14473,346532,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Star,7205.02,Standard,2013,11,2017.0,1.0
14474,302980,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Married,Star,7212.52,Standard,2016,1,2016.0,9.0
14484,252082,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,76064.0,Single,Star,7229.33,Standard,2014,5,2018.0,9.0
14490,266298,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,78202.0,Single,Star,7247.21,Standard,2016,12,2017.0,8.0
14514,526975,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,64680.0,Married,Star,7285.03,Standard,2015,10,2016.0,6.0
14522,169270,Canada,Alberta,Banff,T4V 1D4,Male,College,,Married,Star,7290.07,Standard,2014,12,2015.0,8.0
14523,767678,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,93834.0,Married,Star,7291.6,Standard,2015,8,2016.0,4.0
14529,985765,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,56831.0,Married,Star,7295.33,Standard,2016,4,2018.0,9.0
14537,634269,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,,Single,Star,7324.29,Standard,2015,2,2017.0,12.0
14549,841636,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,70236.0,Married,Star,7360.87,Standard,2015,11,2018.0,12.0
14554,732880,Canada,Ontario,London,M5B 3E4,Female,Bachelor,64790.0,Married,Star,7373.23,Standard,2015,8,2016.0,5.0
14557,129328,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,76971.0,Married,Star,7379.46,Standard,2015,2,2015.0,10.0
14561,519873,Canada,Quebec,Montreal,H2Y 4R4,Male,College,,Married,Nova,8728.46,2018 Promotion,2018,2,2018.0,10.0
14569,743953,Canada,British Columbia,Vancouver,V6E 3D9,Male,Doctor,199426.0,Divorced,Star,7405.42,Standard,2013,5,2013.0,8.0
14591,627244,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,56886.0,Married,Star,7440.92,Standard,2015,6,2016.0,2.0
14592,254097,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,84988.0,Married,Nova,10656.88,2018 Promotion,2018,3,2018.0,11.0
14598,234836,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83322.0,Married,Star,7462.93,Standard,2017,4,2017.0,12.0
14615,483631,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,103544.0,Divorced,Star,7486.07,Standard,2013,1,2018.0,4.0
14628,835975,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,7511.66,Standard,2016,4,2016.0,12.0
14630,373118,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Single,Star,7516.79,Standard,2015,6,2016.0,2.0
14631,744441,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,54940.0,Married,Star,7516.83,Standard,2015,9,2016.0,5.0
14647,558469,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Single,Star,7555.83,Standard,2016,3,2016.0,11.0
14665,972787,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,95915.0,Divorced,Star,7584.36,Standard,2017,12,2018.0,8.0
14668,930041,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Doctor,51630.0,Married,Star,7590.05,Standard,2013,8,2016.0,12.0
14682,969860,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Married,Star,7607.0,Standard,2014,12,2015.0,8.0
14684,398074,Canada,Quebec,Montreal,H2Y 2W2,Male,Doctor,125825.0,Married,Star,7609.09,Standard,2013,7,2016.0,2.0
14686,217761,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,104131.0,Married,Star,7610.84,Standard,2015,10,2018.0,1.0
14712,991442,Canada,Ontario,Toronto,P1W 1K4,Male,Bachelor,75946.0,Divorced,Star,7664.22,Standard,2014,9,2018.0,4.0
14720,485258,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,55093.0,Married,Star,7685.4,Standard,2017,7,2018.0,3.0
14723,795714,Canada,Ontario,Thunder Bay,K8T 5M5,Female,College,,Divorced,Star,7687.3,Standard,2015,12,2016.0,8.0
14729,819246,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,50412.0,Single,Star,7705.28,Standard,2013,10,2016.0,11.0
14741,921410,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,67604.0,Married,Star,7715.1,Standard,2014,3,2014.0,6.0
14743,988728,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,23160.0,Married,Nova,14228.23,2018 Promotion,2018,4,2018.0,12.0
14745,358586,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,102702.0,Married,Star,7725.54,Standard,2014,9,2015.0,1.0
14749,183692,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,59639.0,Married,Nova,14854.2,2018 Promotion,2018,2,2018.0,10.0
14765,277145,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,98473.0,Single,Star,7779.59,Standard,2017,1,2018.0,12.0
14776,352377,Canada,Alberta,Calgary,T3E 2V9,Female,Master,105487.0,Divorced,Star,7805.31,Standard,2014,1,2018.0,11.0
14813,515639,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,73865.0,Single,Star,7868.17,Standard,2016,4,2016.0,6.0
14827,377489,Canada,Manitoba,Winnipeg,R6Y 4T5,Male,College,,Single,Star,7897.02,Standard,2015,2,2018.0,5.0
14829,448823,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,77488.0,Married,Star,7901.7,Standard,2017,3,2017.0,11.0
14831,293100,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,57815.0,Divorced,Star,7903.99,Standard,2017,2,2017.0,10.0
14835,706747,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,88674.0,Married,Star,7910.87,Standard,2015,9,2016.0,2.0
14840,252110,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,97240.0,Married,Star,7920.11,Standard,2014,12,2018.0,1.0
14854,572836,Canada,Ontario,Toronto,P1J 8T7,Male,High School or Below,65946.0,Married,Star,7956.15,Standard,2017,4,2017.0,12.0
14862,445247,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,60773.0,Married,Star,7993.0,Standard,2013,11,2014.0,12.0
14865,543881,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,100295.0,Married,Star,7996.01,Standard,2013,12,2017.0,12.0
14879,250363,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,68787.0,Single,Star,2534.95,2018 Promotion,2018,3,2018.0,11.0
14902,585277,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,74102.0,Married,Star,8051.57,Standard,2013,12,2018.0,8.0
14910,534510,Canada,Alberta,Peace River,T9O 2W2,Male,College,,Single,Star,8071.65,Standard,2017,6,2018.0,2.0
14914,355781,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,8078.53,Standard,2014,6,2015.0,2.0
14916,167575,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Star,8083.54,Standard,2017,2,2017.0,10.0
14931,692121,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Married,Star,8105.87,Standard,2016,3,2016.0,11.0
14936,890404,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Single,Star,8123.02,Standard,2017,12,2018.0,8.0
14949,771133,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Star,8152.24,Standard,2015,11,2016.0,7.0
14951,883505,Canada,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,95431.0,Married,Star,8157.93,Standard,2017,4,2018.0,7.0
14961,734556,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,53169.0,Married,Star,8178.24,Standard,2017,4,2017.0,12.0
14969,451448,Canada,Ontario,Trenton,K8V 4B2,Female,Doctor,195145.0,Divorced,Star,8196.08,Standard,2014,11,2015.0,7.0
14983,938126,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Married,Star,8229.24,Standard,2014,2,2014.0,10.0
14984,680945,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,58034.0,Single,Star,2592.89,2018 Promotion,2018,3,2018.0,11.0
14988,606563,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,67664.0,Married,Star,8237.25,Standard,2013,4,2018.0,5.0
14993,257864,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,71450.0,Married,Star,8255.76,Standard,2015,1,2015.0,6.0
14999,566802,Canada,Quebec,Montreal,H2Y 2W2,Male,Doctor,221857.0,Married,Star,8257.67,Standard,2014,10,2016.0,2.0
15009,649972,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,102659.0,Married,Star,8272.33,Standard,2015,4,2018.0,2.0
15015,766691,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,58476.0,Married,Star,8281.74,Standard,2016,7,2017.0,3.0
15043,552755,Canada,Manitoba,Winnipeg,R3R 3T4,Female,Doctor,222667.0,Married,Star,8368.88,Standard,2017,2,2017.0,10.0
15054,771932,Canada,Ontario,Toronto,P5S 6R4,Female,Master,101038.0,Married,Star,8382.63,Standard,2017,10,2018.0,2.0
15078,394569,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,65935.0,Divorced,Star,8427.17,Standard,2016,6,2017.0,2.0
15079,847938,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,65935.0,Divorced,Star,8427.17,Standard,2015,3,2015.0,11.0
15093,461325,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,87777.0,Single,Star,8444.84,Standard,2013,4,2014.0,8.0
15119,243751,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,49316.0,Divorced,Star,8495.16,Standard,2015,9,2018.0,9.0
15127,721456,Canada,Quebec,Hull,J8Y 3Z5,Male,Doctor,250253.0,Divorced,Star,8509.85,Standard,2017,11,2018.0,7.0
15128,697840,Canada,Ontario,Toronto,M8Y 4K8,Male,College,,Single,Star,8510.53,Standard,2015,11,2016.0,7.0
15130,117832,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Divorced,Star,8520.15,Standard,2015,7,2015.0,9.0
15133,726472,Canada,Ontario,Sudbury,M5V 1G5,Female,College,,Married,Star,8532.72,Standard,2015,9,2016.0,5.0
15148,963170,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,66081.0,Single,Star,8573.46,Standard,2018,1,2018.0,9.0
15161,899543,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,100868.0,Married,Star,8595.98,Standard,2014,5,2016.0,10.0
15176,198354,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,103151.0,Single,Star,8622.84,Standard,2015,4,2016.0,5.0
15178,801241,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,103151.0,Single,Star,8622.84,Standard,2016,3,2016.0,11.0
15201,582097,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,77615.0,Married,Star,8658.86,Standard,2014,10,2015.0,6.0
15209,406287,Canada,Alberta,Calgary,T3E 2V9,Male,Bachelor,47620.0,Married,Star,8668.61,Standard,2017,7,2018.0,3.0
15220,624528,Canada,Ontario,Toronto,P1L 8X8,Male,Doctor,141278.0,Married,Star,8693.63,Standard,2013,9,2015.0,1.0
15234,170801,Canada,Ontario,Toronto,P1L 8X8,Male,College,,Married,Star,8709.32,Standard,2018,1,2018.0,9.0
15237,503638,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Divorced,Star,2659.71,2018 Promotion,2018,2,2018.0,10.0
15254,728687,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,82962.0,Single,Star,8725.29,Standard,2016,3,2016.0,11.0
15266,397242,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,48626.0,Married,Star,8789.88,Standard,2013,5,2017.0,11.0
15272,120206,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,104968.0,Married,Star,8819.02,Standard,2014,6,2016.0,2.0
15279,577901,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,76723.0,Married,Star,8828.38,Standard,2016,10,2017.0,6.0
15304,246399,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,70384.0,Single,Star,8879.79,Standard,2015,7,2016.0,2.0
15311,489609,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,87928.0,Married,Star,8901.47,Standard,2016,6,2018.0,6.0
15332,977377,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Star,8984.04,Standard,2017,3,2017.0,10.0
15339,984968,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,9015.92,Standard,2016,1,2016.0,8.0
15349,677292,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,57033.0,Married,Star,9035.67,Standard,2016,2,2016.0,10.0
15350,899271,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,57033.0,Married,Star,9035.67,Standard,2015,1,2015.0,12.0
15375,402390,Canada,Quebec,Montreal,H2Y 2W2,Female,Master,121999.0,Married,Star,3873.65,2018 Promotion,2018,2,2018.0,4.0
15379,287962,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,59667.0,Married,Star,9095.05,Standard,2014,12,2015.0,8.0
15383,798708,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,79546.0,Married,Star,9095.15,Standard,2017,12,2018.0,8.0
15388,219806,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,67052.0,Divorced,Star,9101.52,Standard,2016,1,2016.0,9.0
15393,787899,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,86161.0,Married,Star,9106.87,Standard,2013,7,2015.0,11.0
15417,217235,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,83830.0,Married,Star,9212.61,Standard,2013,4,2015.0,6.0
15421,496820,Canada,Ontario,Toronto,P1J 8T7,Female,Bachelor,102909.0,Married,Star,9247.46,Standard,2014,6,2018.0,10.0
15429,624569,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,55407.0,Married,Star,5320.61,2018 Promotion,2018,2,2018.0,10.0
15452,746796,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,58299.0,Married,Star,9378.63,Standard,2016,1,2017.0,3.0
15485,472589,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,52226.0,Married,Star,9521.22,Standard,2013,6,2018.0,6.0
15499,953420,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,60639.0,Married,Star,9587.33,Standard,2018,1,2018.0,9.0
15532,305618,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,56193.0,Single,Star,9710.29,Standard,2013,5,2014.0,1.0
15534,153075,Canada,Ontario,London,M5B 3E4,Female,Bachelor,84765.0,Married,Star,9726.55,Standard,2014,5,2015.0,1.0
15542,137383,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,72615.0,Single,Star,9775.82,Standard,2014,7,2015.0,3.0
15545,765446,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Married,Star,9783.63,Standard,2015,10,2016.0,6.0
15551,541953,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Married,Star,9810.41,Standard,2016,6,2018.0,4.0
15553,631369,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,59169.0,Married,Star,9816.53,Standard,2013,7,2016.0,12.0
15583,667678,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,54386.0,Married,Star,10018.66,Standard,2013,8,2016.0,7.0
15588,230070,Canada,Quebec,Hull,J8Y 3Z5,Male,Master,75891.0,Divorced,Star,10083.49,Standard,2017,11,2018.0,7.0
15598,652357,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,78393.0,Divorced,Star,10115.45,Standard,2014,12,2015.0,8.0
15603,253283,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Married,Star,10169.37,Standard,2017,5,2018.0,1.0
15607,569769,Canada,Ontario,Ottawa,K1F 2R2,Female,Master,83773.0,Married,Star,10179.72,Standard,2017,12,2018.0,9.0
15624,941719,Canada,Ontario,Toronto,M2M 7K8,Female,College,,Single,Star,10346.32,Standard,2017,6,2018.0,2.0
15637,161546,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,53089.0,Married,Star,10390.67,Standard,2013,2,2014.0,5.0
15650,712636,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,96471.0,Single,Star,10439.5,Standard,2016,11,2017.0,7.0
15653,749418,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,54434.0,Single,Star,10442.43,Standard,2014,8,2016.0,9.0
15661,578234,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,76622.0,Divorced,Star,10484.92,Standard,2014,1,2017.0,6.0
15662,693393,Canada,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,76622.0,Divorced,Star,10484.92,Standard,2014,9,2015.0,5.0
15670,163723,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,46672.0,Married,Star,10598.54,Standard,2014,12,2015.0,8.0
15672,652300,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,50664.0,Married,Star,10622.52,Standard,2013,1,2013.0,8.0
15682,902421,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,57398.0,Single,Star,10720.42,Standard,2016,10,2017.0,6.0
15685,974738,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,60544.0,Divorced,Star,10745.98,Standard,2016,5,2017.0,1.0
15688,577374,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,86667.0,Married,Star,10760.18,Standard,2015,1,2018.0,8.0
15691,921530,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,49611.0,Married,Star,10793.76,Standard,2014,8,2017.0,12.0
15692,616137,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,54416.0,Divorced,Star,10796.45,Standard,2017,10,2018.0,6.0
15693,988234,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,54416.0,Divorced,Star,10796.45,Standard,2013,8,2013.0,11.0
15710,982433,Canada,Quebec,Montreal,H2Y 2W2,Male,College,,Married,Star,9087.59,2018 Promotion,2018,2,2018.0,8.0
15721,873297,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,49588.0,Divorced,Star,10972.07,Standard,2017,8,2018.0,4.0
15722,958869,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,49588.0,Divorced,Star,10972.07,Standard,2013,8,2016.0,7.0
15725,238070,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Star,10996.71,Standard,2015,10,2016.0,2.0
15727,248196,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,69696.0,Single,Star,11009.13,Standard,2016,9,2017.0,5.0
15741,131717,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,82977.0,Single,Star,11058.22,Standard,2015,12,2016.0,8.0
15758,827309,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,96929.0,Married,Star,11255.46,Standard,2014,11,2018.0,6.0
15780,831928,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,79208.0,Married,Star,11565.69,Standard,2017,10,2018.0,6.0
15783,594681,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,81385.0,Married,Star,11599.5,Standard,2013,1,2017.0,5.0
15785,372169,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,89185.0,Married,Star,11619.92,Standard,2013,3,2013.0,4.0
15787,106589,Canada,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,71630.0,Married,Star,11638.9,Standard,2013,8,2013.0,9.0
15814,999460,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Star,11875.9,Standard,2016,7,2016.0,9.0
15837,971608,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,73945.0,Single,Star,12157.33,Standard,2016,8,2017.0,4.0
15844,154889,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Star,12176.01,Standard,2016,11,2017.0,7.0
