age,employee_turnover,business_travel_frequency,daily_rate,distance_from_home_km,education_level,education_field,remove_column,employee_id,environmental_satisfaction_level,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction_level,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,percent_salary_hike,relationship_satisfaction_level,stock_option_level,training_sessions_last_year,years_at_company,years_since_last_promotion,years_with_current_manager,birth_year,overtime_hours,performance_rating,standard_work_hours,total_years_worked,work_life_balance,same_as_monthly_income,annual_salary,remote_work
38,no,travel_rarely,758.44,2.0,2,marketing,1,1368,4.0,male,,3,3,sales_executive,2,single,6125.83,15927.17,7,,16,3,0,2,1,0,0,1985,no,3,part_time,,3,6125.83,73510.0,yes
42,no,nan,556.26,29.0,3,nan,1,1369,2.0,male,,1,2,laboratory_technician,4,nan,4492.84,11681.39,4,,19,1,0,3,1,0,0,1981,none,3,part_time,16,3,4492.84,53914.11,no
18,yes,nan,290.04,8.0,1,nan,1,1370,3.0,male,,3,1,laboratory_technician,3,single,2342.59,6090.75,1,,12,4,0,0,0,0,0,2005,no,3,part_time,,3,2342.59,28111.13,yes
41,no,nan,491.73,12.0,4,nan,1,1371,2.0,male,,3,1,laboratory_technician,4,nan,3971.67,10326.33,3,,11,1,1,4,1,0,0,1982,yes,3,full_time,6,,3971.67,47660.0,no
35,no,travel_rarely,232.97,1.0,4,medical,1,1372,4.0,male,,2,1,laboratory_technician,3,nan,1881.67,4892.33,6,,12,2,1,2,8,1,7,1988,no,3,part_time,,3,1881.67,22580.0,yes
32,no,nan,291.67,2.0,1,nan,1,1373,3.0,female,,3,1,sales_representative,1,nan,,6125.17,1,,12,3,3,3,1,0,0,1991,none,3,full_time,1,3,,28270.0,yes
22,yes,nan,294.36,3.0,4,life_sciences,1,1374,3.0,male,36.79,2,1,research_scientist,4,married,2377.5,6181.5,0,,11,2,1,5,0,0,0,2001,yes,3,full_time,1,3,2377.5,28530.0,yes
44,no,non_travel,236.27,,3,nan,1,1375,,male,,1,1,research_scientist,3,single,,4961.67,2,,13,4,0,3,0,0,0,1979,no,,part_time,6,3,,22900.0,yes
41,yes,non_travel,217.39,5.0,2,life_sciences,1,1376,1.0,male,,2,1,research_scientist,1,nan,1755.83,4565.17,6,,17,1,1,2,1,0,0,1982,no,3,part_time,5,1,1755.83,21070.0,yes
40,no,travel_frequently,556.26,2.0,4,nan,1,1377,2.0,male,,3,2,sales_executive,2,nan,,11681.39,5,,12,4,3,2,0,0,0,1983,no,3,part_time,,3,,53914.11,no
24,yes,nan,228.02,17.0,2,life_sciences,1,1378,4.0,female,,3,1,laboratory_technician,2,nan,1841.67,4788.33,1,,13,1,1,3,1,0,0,1999,none,3,part_time,1,1,1841.67,22100.0,yes
42,no,travel_frequently,1360.98,26.0,5,medical,1,1379,1.0,female,,3,3,research_director,1,married,10992.5,28580.5,3,,17,3,0,6,1,0,0,1981,yes,3,none,,3,10992.5,131910.0,no
49,no,nan,1973.98,4.0,2,medical,1,1380,1.0,male,,2,5,manager,3,married,,41453.67,2,,13,3,1,2,1,0,0,1974,none,,full_time,23,4,,191324.62,yes
48,no,travel_rarely,290.04,2.0,2,technical_degree,1,1381,4.0,male,,4,1,laboratory_technician,2,single,2342.59,6090.75,5,,11,3,0,4,1,0,0,1975,none,3,none,7,2,2342.59,,yes
29,no,travel_rarely,556.26,7.0,3,nan,1,1382,3.0,male,,3,2,healthcare_representative,4,nan,4492.84,11681.39,1,,11,2,2,2,6,1,0,1994,none,3,part_time,6,3,4492.84,53914.11,yes
48,no,nan,1884.48,1.0,3,life_sciences,1,1383,4.0,male,,2,5,research_director,4,single,15220.83,39574.17,6,,12,3,0,3,1,0,0,1975,no,3,none,,4,15220.83,182650.0,yes
34,no,nan,290.04,20.0,3,technical_degree,1,1384,3.0,female,36.25,4,1,research_scientist,3,nan,2342.59,6090.75,0,,17,4,0,5,1,0,0,1989,no,3,part_time,2,2,2342.59,28111.13,yes
19,no,nan,290.04,25.0,3,life_sciences,1,1385,2.0,female,36.25,4,1,research_scientist,4,single,2342.59,6090.75,1,,12,4,0,2,1,0,1,2004,none,3,part_time,1,3,2342.59,28111.13,yes
23,no,nan,290.04,1.0,2,nan,1,1386,4.0,male,36.25,3,1,research_scientist,3,nan,2342.59,6090.75,1,,22,4,1,2,1,0,1,2000,no,4,part_time,1,3,2342.59,28111.13,no
25,yes,travel_frequently,115.35,,1,nan,1,1387,3.0,male,,1,1,sales_representative,4,single,93167.0,2422.33,1,,14,4,0,4,1,1,0,1998,yes,,none,1,3,93167.0,,yes
42,no,nan,244.73,,4,medical,1,1388,2.0,female,,4,2,research_scientist,2,married,,5139.33,6,,16,4,0,2,1,0,0,1981,yes,3,part_time,18,3,,23720.0,no
51,no,travel_frequently,292.81,6.0,2,medical,1,1389,2.0,female,36.6,2,1,laboratory_technician,3,single,2365.0,6149.0,0,,14,2,0,6,7,7,7,1972,none,3,full_time,8,2,2365.0,28380.0,no
45,no,travel_frequently,1863.44,25.0,3,medical,1,1390,2.0,female,,3,5,manager,2,nan,15050.83,39132.17,3,,22,3,0,4,0,0,0,1978,none,4,full_time,22,3,15050.83,180610.0,no
27,no,nan,290.04,11.0,3,medical,1,1391,3.0,female,,4,1,sales_representative,4,married,2342.59,6090.75,8,,14,2,1,4,1,0,0,1996,none,,part_time,5,3,2342.59,28111.13,yes
18,no,non_travel,166.21,1.0,3,nan,1,1392,4.0,female,,3,1,laboratory_technician,4,single,1342.5,3490.5,1,,15,3,0,5,0,0,0,2005,none,3,part_time,0,4,1342.5,16110.0,no
31,yes,travel_frequently,290.04,2.0,3,nan,1,1393,3.0,female,,2,1,sales_representative,4,single,2342.59,6090.75,7,,14,3,0,3,1,0,0,1992,no,3,part_time,3,4,2342.59,28111.13,yes
31,yes,travel_frequently,290.04,1.0,4,life_sciences,1,1394,2.0,female,,1,1,sales_representative,3,single,2342.59,6090.75,1,,12,2,0,3,1,0,0,1992,none,,part_time,,3,2342.59,28111.13,no
31,yes,travel_rarely,290.04,8.0,3,life_sciences,1,1395,1.0,female,,2,1,research_scientist,2,nan,2342.59,6090.75,1,,12,3,0,3,1,0,0,1992,none,3,part_time,,4,2342.59,28111.13,no
27,no,travel_rarely,290.04,11.0,1,life_sciences,1,1396,2.0,male,36.25,3,1,laboratory_technician,1,married,2342.59,6090.75,0,,14,2,0,3,5,1,4,1996,none,3,part_time,6,4,2342.59,28111.13,no
39,yes,nan,290.04,2.0,3,nan,1,1397,1.0,female,,2,1,laboratory_technician,1,single,,6090.75,2,,23,2,0,2,1,0,0,1984,yes,4,none,11,4,,28111.13,yes
44,no,travel_frequently,491.94,1.0,5,marketing,1,1398,1.0,female,,3,2,sales_executive,3,married,3973.33,10330.67,7,,12,3,1,4,1,0,0,1979,none,,part_time,11,2,3973.33,47680.0,no
30,no,nan,131.44,,3,nan,1,1399,,male,,3,1,research_scientist,3,nan,,2760.33,1,,13,2,2,2,1,0,0,1993,none,3,part_time,1,2,,12740.0,no
35,no,travel_rarely,248.03,,1,life_sciences,1,1400,4.0,male,,3,1,sales_representative,3,nan,2003.33,5208.67,1,,13,1,1,3,1,0,0,1988,no,,part_time,1,3,2003.33,24040.0,yes
24,yes,travel_frequently,290.04,9.0,3,nan,1,1401,2.0,male,36.25,3,1,laboratory_technician,1,nan,2342.59,6090.75,2,,11,3,0,2,0,0,0,1999,none,3,part_time,,2,2342.59,28111.13,no
24,no,nan,209.75,13.0,2,nan,1,1402,4.0,female,,3,1,sales_representative,2,married,,4404.83,1,,13,3,1,2,1,0,0,1999,none,3,part_time,1,,,20330.0,yes
28,yes,nan,264.23,2.0,2,medical,1,1403,3.0,male,,2,1,laboratory_technician,1,single,,5548.83,7,,11,3,0,2,0,0,0,1995,no,,part_time,8,2,,25610.0,yes
28,no,travel_rarely,161.26,1.0,3,life_sciences,1,1404,1.0,male,,2,1,research_scientist,3,nan,,3386.5,1,,14,4,1,2,1,0,0,1995,none,3,part_time,1,1,,15630.0,no
33,no,nan,659.08,8.0,5,nan,1,1405,4.0,male,,3,2,healthcare_representative,3,nan,5323.33,13840.67,2,,17,1,0,6,0,0,0,1990,none,3,none,14,3,5323.33,,yes
39,no,travel_rarely,864.19,6.0,3,nan,1,1406,2.0,female,108.02,3,3,manufacturing_director,2,single,,18148.0,4,,18,4,0,3,2,2,2,1984,none,,part_time,9,3,,83760.0,no
42,no,nan,499.47,2.0,3,medical,1,1407,3.0,male,,2,1,laboratory_technician,2,married,4034.17,10488.83,4,,14,2,1,3,1,0,0,1981,none,,full_time,,,4034.17,48410.0,yes
29,no,travel_rarely,290.04,9.0,3,nan,1,1408,3.0,male,36.25,4,1,research_scientist,3,married,2342.59,6090.75,6,,18,1,2,2,1,0,0,1994,no,3,part_time,,2,2342.59,28111.13,no
35,no,travel_rarely,290.04,1.0,3,nan,1,1409,4.0,male,,2,1,laboratory_technician,1,nan,,6090.75,1,,19,2,0,3,3,1,2,1988,no,3,part_time,,3,,28111.13,no
35,yes,travel_rarely,213.98,,3,nan,1,1410,,female,,3,1,laboratory_technician,1,nan,1728.33,4493.67,1,,12,4,1,2,1,0,0,1988,none,3,none,1,3,1728.33,,yes
34,no,nan,306.63,,4,medical,1,1411,,male,,3,1,research_scientist,4,single,2476.67,6439.33,1,,13,3,0,4,1,0,0,1989,none,3,full_time,,,2476.67,29720.0,no
26,no,travel_rarely,290.04,3.0,3,nan,1,1412,1.0,female,,3,1,research_scientist,4,nan,,6090.75,1,,21,1,0,5,1,0,0,1997,none,4,part_time,1,3,,28111.13,yes
36,no,travel_rarely,703.13,1.0,4,life_sciences,1,1413,2.0,female,,3,2,sales_executive,3,single,5679.17,14765.83,6,,13,1,0,5,1,0,0,1987,no,3,full_time,,3,5679.17,68150.0,yes
50,no,nan,1973.98,,3,marketing,1,1414,,male,,3,5,manager,3,married,15943.72,41453.67,4,,16,3,1,2,1,0,0,1973,yes,,full_time,,3,15943.72,191324.62,no
42,no,travel_rarely,1973.98,9.0,2,nan,1,1415,4.0,male,,2,5,manager,4,nan,,41453.67,8,,22,4,0,2,1,0,1,1981,no,4,full_time,24,3,,191324.62,no
35,no,nan,277.54,7.0,2,life_sciences,1,1416,3.0,male,,2,1,laboratory_technician,4,nan,2241.67,5828.33,1,,18,4,1,5,1,0,1,1988,no,3,none,,2,2241.67,,no
46,no,travel_rarely,1812.47,1.0,4,life_sciences,1,1417,4.0,male,226.56,4,4,manager,1,nan,,38061.83,1,,15,2,0,5,26,0,12,1977,none,3,full_time,27,1,,175670.0,no
18,yes,travel_frequently,161.88,3.0,2,medical,1,1418,2.0,female,,3,1,sales_representative,4,single,,3399.5,1,,12,3,0,2,0,0,0,2005,yes,3,part_time,0,4,,15690.0,yes
29,no,nan,431.99,5.0,3,nan,1,1419,1.0,male,,2,2,sales_executive,2,divorced,3489.17,9071.83,1,,13,2,1,3,10,0,9,1994,yes,,part_time,10,2,3489.17,41870.0,yes
31,no,nan,556.26,5.0,4,life_sciences,1,1420,1.0,female,,3,2,sales_executive,4,nan,4492.84,11681.39,1,,11,1,2,2,10,0,2,1992,no,3,part_time,10,,4492.84,53914.11,yes
41,no,travel_rarely,1032.49,23.0,2,nan,1,1421,4.0,male,129.06,3,3,sales_executive,3,single,8339.32,21682.23,3,,16,4,0,2,2,0,2,1982,none,3,part_time,21,3,8339.32,100071.84,yes
38,no,travel_rarely,341.1,4.0,2,nan,1,1422,4.0,female,,3,1,laboratory_technician,3,nan,,7163.0,7,,19,4,1,5,0,0,0,1985,none,3,full_time,7,,,33060.0,yes
32,yes,travel_rarely,143.72,2.0,4,life_sciences,1,1423,4.0,male,,3,1,laboratory_technician,2,single,,3018.17,1,,12,1,0,2,1,0,0,1991,no,3,part_time,1,3,,13930.0,yes
60,no,nan,1122.85,1.0,4,nan,1,1424,3.0,male,,1,3,healthcare_representative,4,divorced,9069.17,23579.83,3,,20,3,1,2,1,0,0,1963,no,4,full_time,19,4,9069.17,108830.0,no
24,yes,nan,290.04,22.0,1,nan,1,1425,4.0,male,,1,1,human_resources,3,married,2342.59,6090.75,1,,11,3,1,2,1,0,0,1999,no,,none,1,3,2342.59,,yes
40,no,travel_rarely,556.26,8.0,2,life_sciences,1,1426,2.0,female,,3,2,manufacturing_director,1,nan,,11681.39,2,,16,2,1,3,1,0,0,1983,yes,3,none,18,3,,53914.11,yes
30,no,travel_rarely,295.29,,1,nan,1,1427,2.0,male,,3,1,research_scientist,4,married,2385.0,6201.0,1,,12,2,1,2,10,0,8,1993,no,3,none,10,2,2385.0,,yes
47,no,non_travel,556.26,2.0,4,marketing,1,1428,3.0,male,,3,2,sales_executive,2,nan,4492.84,11681.39,7,,11,4,1,3,1,0,0,1976,no,3,part_time,4,1,4492.84,53914.11,yes
32,yes,travel_rarely,694.88,1.0,2,nan,1,1429,1.0,male,,1,2,sales_executive,2,single,5612.5,14592.5,6,,15,2,0,2,0,0,0,1991,none,3,full_time,10,3,5612.5,67350.0,no
45,no,travel_rarely,1006.57,,3,life_sciences,1,1430,,female,,1,3,human_resources,3,married,,21138.0,4,,21,3,2,2,5,0,3,1978,none,4,none,9,4,,97560.0,yes
34,no,nan,290.04,2.0,4,nan,1,1431,4.0,male,,4,1,research_scientist,4,married,2342.59,6090.75,0,,14,1,3,3,5,1,2,1989,yes,3,part_time,6,3,2342.59,28111.13,no
33,yes,nan,1032.49,16.0,3,nan,1,1432,1.0,female,,3,3,sales_executive,1,nan,8339.32,21682.23,2,,20,3,0,2,0,0,0,1990,yes,4,part_time,,2,8339.32,100071.84,yes
31,yes,travel_rarely,1032.49,16.0,4,nan,1,1433,1.0,male,,3,3,sales_executive,3,married,8339.32,21682.23,2,,13,1,3,2,1,0,0,1992,none,3,none,,3,8339.32,,yes
29,no,travel_rarely,290.04,4.0,3,technical_degree,1,1434,4.0,female,,2,1,research_scientist,1,divorced,,6090.75,1,,13,3,1,2,1,0,0,1994,none,3,part_time,,3,,28111.13,yes
30,no,nan,546.21,16.0,3,nan,1,1435,3.0,male,68.28,4,2,healthcare_representative,3,married,4411.67,11470.33,3,,16,3,1,3,7,1,7,1993,no,3,part_time,10,3,4411.67,52940.0,no
38,no,travel_rarely,556.26,18.0,3,medical,1,1436,2.0,male,69.53,1,2,healthcare_representative,4,married,,11681.39,3,,16,3,1,2,1,1,0,1985,none,3,part_time,,3,,53914.11,yes
43,yes,nan,251.44,17.0,3,technical_degree,1,1437,3.0,male,31.43,2,1,research_scientist,3,nan,2030.83,5280.17,9,,16,4,1,4,1,0,0,1980,yes,3,part_time,6,3,2030.83,24370.0,no
55,no,travel_rarely,1973.98,,3,nan,1,1438,3.0,male,,2,5,research_director,1,married,,41453.67,8,,12,2,3,2,1,0,0,1968,no,3,full_time,34,3,,191324.62,no
21,yes,nan,290.04,7.0,1,marketing,1,1439,2.0,male,,3,1,sales_representative,2,single,2342.59,6090.75,1,,13,2,0,3,1,1,0,2002,none,3,none,,3,2342.59,,yes
22,yes,travel_rarely,290.04,,1,medical,1,1440,3.0,female,36.25,3,1,laboratory_technician,1,nan,2342.59,6090.75,1,,17,3,0,6,1,0,0,2001,yes,3,part_time,1,3,2342.59,28111.13,yes
37,no,travel_rarely,420.02,8.0,2,other,1,1441,3.0,male,,3,2,human_resources,2,divorced,,8820.5,2,,13,3,0,4,10,4,7,1986,no,3,part_time,19,2,,40710.0,yes
42,no,travel_rarely,556.26,13.0,3,nan,1,1442,2.0,male,69.53,4,2,healthcare_representative,1,married,4492.84,11681.39,5,,18,3,2,2,0,0,0,1981,no,,part_time,10,2,4492.84,53914.11,no
18,no,nan,290.04,14.0,3,nan,1,1443,2.0,female,,3,1,research_scientist,3,single,2342.59,6090.75,1,,16,3,0,4,0,0,0,2005,none,3,none,0,1,2342.59,,yes
31,yes,travel_rarely,304.98,18.0,5,human_resources,1,1444,4.0,male,,4,1,human_resources,1,married,2463.33,6404.67,0,,17,3,0,4,1,0,0,1992,no,3,full_time,2,3,2463.33,29560.0,yes
36,no,travel_rarely,556.26,2.0,4,nan,1,1445,4.0,female,,3,2,research_scientist,2,nan,,11681.39,4,,22,4,1,2,1,0,0,1987,yes,4,none,,3,,53914.11,yes
32,no,travel_frequently,479.56,10.0,4,marketing,1,1446,4.0,male,59.94,3,2,sales_executive,4,nan,3873.33,10070.67,8,,13,3,0,2,0,0,0,1991,none,3,part_time,,4,3873.33,46480.0,yes
29,no,nan,556.26,29.0,1,life_sciences,1,1447,4.0,male,69.53,1,2,healthcare_representative,3,divorced,,11681.39,8,,17,4,2,3,7,1,6,1994,no,,part_time,11,,,53914.11,no
42,no,travel_rarely,290.04,8.0,3,nan,1,1448,4.0,male,,3,1,laboratory_technician,3,nan,2342.59,6090.75,4,,13,4,0,3,0,0,0,1981,no,,part_time,,3,2342.59,28111.13,yes
29,no,travel_rarely,289.3,6.0,1,nan,1,1449,4.0,male,,2,1,human_resources,2,married,2336.67,6075.33,1,,11,4,0,3,1,0,0,1994,no,3,part_time,,3,2336.67,28040.0,yes
29,yes,nan,251.64,24.0,2,nan,1,1450,4.0,male,,2,1,research_scientist,4,nan,2032.5,5284.5,1,,24,2,0,3,1,1,0,1994,yes,,part_time,1,2,2032.5,24390.0,no
28,no,travel_rarely,294.67,3.0,3,medical,1,1451,2.0,female,,3,1,sales_representative,2,nan,2380.0,6188.0,1,,19,4,1,3,1,0,0,1995,no,3,none,1,3,2380.0,,yes
30,yes,nan,290.04,9.0,3,nan,1,1452,2.0,male,,3,1,sales_representative,4,nan,2342.59,6090.75,1,,13,3,0,3,1,0,0,1993,none,3,none,,2,2342.59,,no
22,yes,travel_rarely,290.04,7.0,1,life_sciences,1,1453,4.0,male,,3,1,research_scientist,2,single,2342.59,6090.75,1,,23,1,0,2,1,0,0,2001,none,4,none,1,3,2342.59,,yes
26,no,nan,302.61,1.0,2,life_sciences,1,1454,2.0,female,,2,1,research_scientist,3,nan,2444.17,6354.83,1,,13,3,1,3,1,1,0,1997,yes,3,full_time,1,2,2444.17,29330.0,no
44,no,travel_rarely,556.26,1.0,4,nan,1,1455,2.0,male,,4,2,healthcare_representative,1,nan,4492.84,11681.39,2,,15,4,1,5,2,2,2,1979,none,3,part_time,10,3,4492.84,53914.11,yes
29,yes,travel_frequently,112.56,24.0,3,technical_degree,1,1456,3.0,male,14.07,4,1,sales_representative,1,single,,2363.83,1,,17,4,0,3,1,0,0,1994,no,3,part_time,1,,,10910.0,yes
28,yes,travel_rarely,556.26,13.0,2,marketing,1,1457,4.0,female,,3,2,sales_executive,3,nan,4492.84,11681.39,3,,11,4,0,0,2,2,2,1995,yes,3,part_time,6,3,4492.84,53914.11,yes
56,no,travel_rarely,556.26,11.0,5,nan,1,1458,4.0,female,,2,2,sales_executive,1,married,4492.84,11681.39,4,,16,3,1,3,0,0,0,1967,none,3,part_time,,3,4492.84,53914.11,yes
39,no,travel_rarely,531.45,9.0,2,nan,1,1459,1.0,male,66.43,3,2,manufacturing_director,1,married,,11160.5,1,,25,4,1,3,10,7,9,1984,no,4,part_time,10,3,,51510.0,yes
58,no,nan,1582.77,21.0,3,nan,1,1460,4.0,female,,3,4,manager,4,nan,,33238.2,4,,13,3,1,2,1,0,0,1965,yes,3,full_time,,2,,153407.07,yes
42,no,travel_rarely,556.26,12.0,4,marketing,1,1461,2.0,male,,3,2,sales_executive,4,divorced,,11681.39,3,,12,3,2,4,0,0,0,1981,none,,part_time,14,3,,53914.11,no
27,yes,nan,295.39,22.0,3,nan,1,1462,1.0,female,,2,1,human_resources,2,married,2385.83,6203.17,1,,12,1,0,2,1,0,0,1996,no,3,full_time,,3,2385.83,28630.0,no
38,no,travel_rarely,294.87,1.0,3,nan,1,1463,1.0,male,,2,1,sales_representative,1,single,2381.67,6192.33,4,,14,1,0,3,1,0,0,1985,none,3,none,20,2,2381.67,,yes
32,no,nan,556.26,5.0,4,life_sciences,1,1464,4.0,male,,2,2,manufacturing_director,4,nan,4492.84,11681.39,8,,24,2,0,1,1,0,0,1991,no,4,part_time,,3,4492.84,53914.11,yes
31,no,nan,116.48,2.0,1,medical,1,1465,4.0,female,,1,1,laboratory_technician,4,nan,94083.0,2446.17,1,,11,3,3,4,1,0,0,1992,none,3,part_time,,3,94083.0,11290.0,yes
25,no,travel_rarely,290.04,2.0,3,nan,1,1466,3.0,female,,3,1,human_resources,2,nan,2342.59,6090.75,4,,14,3,0,3,2,1,2,1998,no,3,part_time,6,3,2342.59,28111.13,no
40,no,nan,290.04,,4,nan,1,1467,1.0,male,36.25,3,1,laboratory_technician,4,married,2342.59,6090.75,8,,19,3,2,3,1,0,0,1983,no,3,part_time,8,2,2342.59,28111.13,yes
39,no,non_travel,2004.79,9.0,3,nan,1,1468,4.0,male,,3,5,manager,4,nan,16192.5,42100.5,2,,13,3,0,3,6,1,3,1984,none,3,full_time,,2,16192.5,194310.0,no
23,yes,nan,290.04,9.0,3,nan,1,1469,4.0,male,,3,1,sales_representative,1,married,2342.59,6090.75,1,,19,1,1,3,1,1,0,2000,no,3,none,,,2342.59,,no
35,no,travel_rarely,1032.49,26.0,4,life_sciences,1,1470,3.0,female,,3,3,human_resources,4,single,8339.32,21682.23,1,,16,3,0,2,9,1,7,1988,yes,3,part_time,,,8339.32,100071.84,no
34,no,travel_rarely,238.13,7.0,2,technical_degree,1,1471,2.0,male,,3,1,sales_representative,3,nan,1923.33,5000.67,0,,25,2,1,4,11,5,7,1989,yes,4,none,12,3,1923.33,23080.0,yes
28,no,non_travel,221.21,16.0,3,medical,1,1472,3.0,male,27.65,3,1,research_scientist,3,single,,4645.33,1,,14,3,0,3,5,1,4,1995,no,3,part_time,5,2,,21440.0,no
29,no,nan,554.36,1.0,3,life_sciences,1,1473,1.0,male,69.29,3,2,healthcare_representative,1,married,4477.5,11641.5,0,,12,1,1,5,5,0,2,1994,no,3,part_time,6,2,4477.5,53730.0,no
58,yes,travel_rarely,1032.49,23.0,4,medical,1,1474,4.0,female,129.06,3,3,healthcare_representative,4,married,8339.32,21682.23,1,,12,4,1,3,40,15,6,1965,none,3,part_time,40,2,8339.32,100071.84,yes
38,no,nan,1032.49,3.0,3,life_sciences,1,1475,1.0,male,129.06,3,3,sales_executive,3,divorced,,21682.23,0,,12,3,2,6,16,5,13,1985,none,3,part_time,,2,,100071.84,yes
29,no,travel_frequently,1032.49,1.0,1,nan,1,1476,2.0,female,,3,3,sales_executive,4,married,,21682.23,1,,14,4,1,5,11,4,1,1994,none,3,part_time,11,3,,100071.84,yes
55,no,travel_rarely,1964.96,1.0,3,medical,1,1477,4.0,male,,3,5,manager,1,single,15870.83,41264.17,0,,14,3,0,2,36,4,13,1968,none,3,none,37,3,15870.83,190450.0,yes
41,no,nan,1652.34,2.0,4,nan,1,1478,4.0,male,,3,4,manager,2,nan,,34699.17,1,,19,2,0,2,22,0,4,1982,none,3,full_time,,3,,160150.0,yes
39,no,travel_rarely,991.82,1.0,3,nan,1,1479,3.0,male,,4,3,healthcare_representative,4,nan,8010.83,20828.17,0,,17,1,3,5,18,3,7,1984,no,,none,19,2,8010.83,,yes
38,no,nan,1187.54,15.0,2,life_sciences,1,1480,3.0,male,,2,3,research_director,4,nan,,24938.33,0,,14,2,1,3,11,2,9,1985,none,3,full_time,,3,,115100.0,yes
43,no,nan,1582.77,12.0,3,nan,1,1481,1.0,male,,2,4,research_director,2,nan,12783.92,33238.2,1,,11,3,1,3,25,3,9,1980,no,3,none,,,12783.92,,yes
31,no,nan,444.27,7.0,2,nan,1,1482,2.0,female,,3,2,manufacturing_director,1,married,3588.33,9329.67,1,,12,2,1,5,13,3,12,1992,no,3,part_time,13,1,3588.33,43060.0,yes
50,no,travel_rarely,1758.71,29.0,4,life_sciences,1,1483,2.0,male,,2,4,manager,3,married,14205.0,36933.0,0,,15,2,1,2,27,15,7,1973,no,3,full_time,28,3,14205.0,170460.0,yes
33,no,non_travel,290.04,8.0,1,life_sciences,1,1484,2.0,female,36.25,2,1,sales_representative,4,nan,2342.59,6090.75,0,,19,4,0,2,2,2,2,1990,none,3,part_time,,2,2342.59,28111.13,no
26,yes,nan,210.68,2.0,3,life_sciences,1,1485,1.0,male,,3,1,research_scientist,1,married,1701.67,4424.33,6,,14,2,1,2,3,1,2,1997,none,3,none,6,3,1701.67,,yes
38,no,travel_frequently,291.06,3.0,4,nan,1,1486,3.0,male,,3,1,research_scientist,3,nan,2350.83,6112.17,3,,16,1,1,2,2,2,2,1985,no,3,full_time,8,3,2350.83,28210.0,no
46,no,nan,1973.98,1.0,4,medical,1,1487,4.0,male,,3,5,research_director,4,nan,15943.72,41453.67,9,,17,4,2,0,2,2,2,1977,no,3,none,23,3,15943.72,191324.62,yes
21,no,nan,213.57,,1,nan,1,1488,4.0,female,26.7,2,1,research_scientist,2,single,,4485.0,1,,11,3,0,6,2,2,2,2002,yes,3,part_time,2,4,,20700.0,yes
31,no,travel_frequently,287.96,20.0,3,nan,1,1489,3.0,male,36.0,4,1,sales_representative,4,married,,6047.17,0,,12,1,1,4,2,2,2,1992,no,,part_time,3,3,,27910.0,no
35,no,nan,556.26,11.0,2,marketing,1,1490,4.0,male,69.53,3,2,sales_executive,4,divorced,,11681.39,1,,11,4,1,3,5,0,2,1988,none,3,part_time,5,3,,53914.11,yes
34,no,nan,556.26,2.0,2,nan,1,1491,4.0,male,,3,2,manufacturing_director,3,single,,11681.39,2,,11,4,0,3,3,0,2,1989,no,3,part_time,,,,53914.11,yes
33,yes,nan,848.51,9.0,4,nan,1,1492,1.0,female,,3,2,sales_executive,1,single,,17818.67,0,,17,1,0,3,5,0,3,1990,none,3,full_time,6,3,,82240.0,yes
31,yes,nan,269.29,15.0,3,medical,1,1493,3.0,male,,3,1,laboratory_technician,3,nan,,5655.0,1,,12,3,1,5,2,2,2,1992,no,3,part_time,,2,,26100.0,no
37,no,travel_rarely,591.29,25.0,2,nan,1,1494,3.0,female,,2,2,healthcare_representative,4,nan,,12417.17,7,,13,3,2,2,6,1,3,1986,no,3,full_time,9,3,,57310.0,no
27,no,travel_rarely,261.96,6.0,3,nan,1,1495,4.0,male,,2,1,research_scientist,3,married,2115.83,5501.17,1,,13,3,1,0,4,2,2,1996,no,,none,4,3,2115.83,,no
35,no,travel_frequently,245.14,4.0,4,other,1,1496,4.0,male,,2,1,laboratory_technician,4,married,1980.0,5148.0,1,,13,2,1,2,2,2,2,1988,none,3,part_time,2,4,1980.0,23760.0,yes
56,no,nan,1973.98,4.0,4,nan,1,1497,4.0,female,246.75,3,5,manager,1,divorced,15943.72,41453.67,4,,13,4,1,2,5,4,2,1967,no,3,full_time,28,3,15943.72,191324.62,no
45,no,nan,290.04,7.0,3,medical,1,1498,1.0,female,,3,1,research_scientist,3,nan,,6090.75,4,,19,3,1,2,3,0,2,1978,yes,3,part_time,,,,28111.13,yes
43,no,travel_rarely,365.13,2.0,3,life_sciences,1,1499,2.0,male,,3,1,human_resources,4,nan,2949.17,7667.83,0,,13,2,0,5,9,1,8,1980,no,3,full_time,,3,2949.17,35390.0,yes
31,no,travel_rarely,564.16,29.0,4,marketing,1,1500,1.0,female,,2,2,sales_executive,4,nan,,11847.33,1,,14,1,2,3,12,5,7,1992,none,3,full_time,,3,,54680.0,yes
35,yes,nan,599.75,27.0,3,nan,1,1501,3.0,male,74.97,3,2,sales_executive,4,nan,4844.17,12594.83,1,,18,4,0,2,10,7,7,1988,none,3,full_time,,3,4844.17,58130.0,yes
35,no,non_travel,556.26,2.0,2,medical,1,1502,2.0,male,,3,2,manufacturing_director,4,divorced,4492.84,11681.39,2,,14,3,1,6,7,1,7,1988,no,3,part_time,15,3,4492.84,53914.11,no
